DAPI1st,DAPI2nd,DAPI3rd,GABA488,GAD647,gephyrin594,GS594,MBP488,NR1594,PSD95_488,Synapsin647,VGluT1_647
81.43587397045366,17.301477317296378,19.562818669107074,0.31428944960125504,42.60282389854883,8.040658909661394,7.277552621257681,2.4816315858282127,4.38357955288273,45.0057523859328,21.194143025232055,14.299516276637469
106.93819353299129,17.791671638229328,19.32979358071829,2.0416418088533588,37.51771864932586,9.614604462474645,8.865887125641331,2.039613411287436,8.521059539434434,51.27192459133755,25.72604701109653,8.212385156902517
87.81796690307328,15.01457840819543,14.925925925925926,0.06855791962174941,25.04373522458629,8.073286052009456,9.408983451536644,0.0,2.8991331757289203,2.4164696611505123,23.47911741528763,12.682427107959024
101.82000883392226,16.877650176678443,17.626987632508833,5.7553003533568905,35.78798586572438,9.193242049469964,9.333701413427562,1.2714222614840989,3.692137809187279,40.01258833922262,18.564929328621908,18.48498233215548
105.75628705786137,16.604784297689633,16.393580044980578,0.005111429155591904,21.819464322224494,10.859333469638111,5.995910856675526,1.2242895113473726,13.094868125127785,0.6806379063586179,23.043549376405643,4.178286648947045
80.9520352297072,18.37026898357534,22.324684598905023,8.202689835753391,22.702213758628897,9.286836467507737,8.912877886217567,0.0,2.857295881932873,11.347536300880742,20.720185670078553,7.094144251368721
85.56845425867508,17.654763406940063,19.954195583596213,8.168958990536277,22.085552050473186,9.046182965299684,7.972365930599369,2.0,2.8972870662460566,31.761640378548897,31.42018927444795,19.26018927444795
113.2159687773563,18.577728333819667,25.134009337613072,5.128063904289466,27.8422089290925,9.733914502480303,9.327473008462212,2.268930551502772,3.6065436241610738,51.496060694484974,24.88543186460461,16.703457834840968
113.71988795518207,15.046685340802988,16.0,3.957983193277311,26.094304388422035,10.865546218487395,8.0,2.0,2.3380018674136323,28.566760037348274,19.80392156862745,10.857142857142858
94.85606936416185,15.041040462427747,15.0,0.05086705202312139,27.17514450867052,10.354335260115606,9.40635838150289,0.3895953757225434,26.83872832369942,1.6098265895953756,72.70867052023121,7.0
102.06386049308479,18.28165965123271,21.171978352375227,1.1048707155742634,37.39374624173181,9.209380637402285,11.387853277209862,2.0,3.1301262778111845,30.118941671677693,31.749609140108237,5.692844257366206
142.47010773354913,19.298745637549946,22.134135855546003,5.776844873805068,32.096100348996,11.246370947347124,9.237747205503009,2.6792018613120225,8.096403823782307,64.19351575539932,39.42939153305346,11.581103636639522
114.89132553606238,16.017543859649123,18.227826510721247,2.5974658869395713,23.43859649122807,8.689571150097466,8.470760233918128,2.0,2.5255847953216373,17.73635477582846,17.714668615984404,7.785575048732944
72.06480585878127,17.194832112753904,19.056238772972225,4.105430426972503,28.70139560591405,9.13444797568053,12.631477131408042,2.677628851734144,8.630233522177697,38.54138455160978,37.55520243194694,5.9625535442863065
93.99862593806152,18.337807842722757,20.624669696649402,0.0351971250396364,63.466335482507134,19.713243843145545,8.904238452594862,2.149772751294789,6.20843462636085,53.47320579219956,22.5273226931614,25.176408413486946
104.86435109129313,17.653133067355082,19.190096221544238,2.142689509504811,24.980990377845576,15.651959633888758,10.427833841821169,0.0002346866932644919,4.736446843463976,20.564421497301105,13.244778221074865,10.569584604552922
104.6191102123357,20.49989888776542,26.24777553083923,6.646309403437816,29.78958543983822,11.359453993933267,9.646916076845299,3.651668351870576,4.649191102123357,44.60460060667341,30.014459049544996,11.453538928210314
93.81760153195563,18.839942551663608,22.015239767015082,3.7647809782175057,31.279262746349637,8.667836910556131,9.491741801643661,2.0,4.20729274714753,37.153035984999605,30.020505864517673,9.39288278943589
96.55325443786982,16.0,15.0,3.477810650887574,25.374260355029588,9.57914201183432,9.0,2.0,4.1109467455621305,22.356508875739646,35.19304733727811,9.585059171597633
96.45226956631686,18.831963585788344,22.86180300922999,3.02200025287647,21.031988873435328,8.393475787078012,8.12353015551903,0.08673662915665697,3.065242129219876,30.634593501074725,22.64774307750664,12.804020735870527
120.76934187390103,16.928095955790003,19.206229590555136,0.0,35.55143180105501,11.17282089927154,6.91572469228837,0.5457799547852299,10.108327053504144,26.837038432554635,23.111906556141673,14.233735242401407
77.10573630136986,17.960188356164384,20.72945205479452,4.2117579908675795,38.54794520547945,9.367294520547945,14.761986301369863,2.601312785388128,9.960759132420092,56.84346461187214,31.583333333333332,4.1923515981735155
92.0011366058109,19.406620728848477,25.394544292107692,3.2570149889891313,23.41351140157704,9.170206720181858,9.200326774170634,0.0,3.528663777793564,28.042693755771825,23.902678127441927,12.267670668466293
