DAPI1st,DAPI2nd,DAPI3rd,GABA488,GAD647,gephyrin594,GS594,MBP488,NR1594,PSD95_488,Synapsin647,VGluT1_647
-0.750288238644069,-1.6607201152110844,-1.5519998594178366,-0.6845374916965461,0.9207547185970409,-0.28282507140491414,-0.9540152878720408,0.6098454313211888,-0.5242853076351079,0.7398756923835135,-0.375373229586893,-0.048834163708804834
0.6305041974439303,-1.4541948600558232,-1.609693840642446,-0.5111799907901132,0.5046668467613685,-0.14900584962474672,-0.5513494563110687,0.16885593225113063,0.2088465080000853,1.0321892106450483,0.04622052739659983,-0.862682891911066
-0.4047374887931812,-2.624220426307027,-2.7000341964729153,-0.7091991675283408,-0.5160147246390344,-0.280051062615268,-0.4136666614836614,-1.866010840986591,-0.7873185721422974,-1.24689113518282,-0.16280673640448354,-0.26503879893537535
0.35338623954031617,-1.8392840124656502,-2.0312864471914898,-0.1384763203162461,0.3631317560406584,-0.1848307166888681,-0.4327517499163162,-0.5975474643824482,-0.646803831618082,0.5069473109241054,-0.6199636012549028,0.5107621648758489
0.5665112921311081,-1.9542459630122733,-2.336662124502339,-0.7155666726697117,-0.7798401426459487,-0.043177114464185706,-1.2789300621053232,-0.6445705260341172,1.0192926258535422,-1.3278667404998363,-0.20332674002922047,-1.4020413968557004
-0.7764851056337854,-1.2104242587311975,-0.8681977752714345,0.10714428056488756,-0.707609320203528,-0.17687317828330135,-0.5394366170250797,-1.866010840986591,-0.7947318409101597,-0.8302617439516004,-0.41946451277214497,-1.012191571926497
-0.5265346467596335,-1.5118760819558579,-1.4551000255312445,0.10375904477383421,-0.7580675595542804,-0.19733390154440295,-0.7778700374770249,0.12933471026008567,-0.7876456895184375,0.12204508540003273,0.5759349337680952,0.614407243594929
0.970406791465741,-1.1230189310603065,-0.17264550727515707,-0.2014259221767684,-0.28703008990133555,-0.13886193030328042,-0.43433074090199886,0.3976394000277714,-0.6619705080684919,1.04264503770067,-0.03198018005266748,0.2725725451878604
0.9976908895821981,-2.61069335721245,-2.4341074248453007,-0.31885550556976777,-0.43005208155246477,-0.042648897198575474,-0.7708644001229862,0.12933471026008567,-0.886747020427747,-0.02699434127825836,-0.5047026877477759,-0.5090790926162906
-0.023667891619785143,-2.613071618030627,-2.6816944191192866,-0.7109746272828825,-0.341612522607736,-0.08611282293128683,-0.41433215480709573,-1.4773221411194637,3.4546062017417416,-1.2845205948430884,4.416917881078219,-1.0247786474694538
0.3665892944888444,-1.2477565251196971,-1.153592850130595,-0.6051945644712838,0.49452282560270455,-0.1834585896328377,0.08800553773285602,0.12933471026008567,-0.7463882491246105,0.04541408601016206,0.6065801899831218,-1.1995452194027882
2.5543369785188488,-0.8192449453869348,-0.9153751659023794,-0.1363141070288884,0.06104385177335073,-0.010270605103551,-0.4570775331937548,0.806955916443789,0.13360055711987925,1.6349743960643315,1.321014635628122,-0.41228561994876983
1.0611169692006508,-2.2016580119176554,-1.8825265552919248,-0.4553973517677152,-0.6473549283970754,-0.22765357524764945,-0.6515198536604393,0.12933471026008567,-0.8535086693139384,-0.5322268440592133,-0.6990616159909602,-0.9197473541158495
